utc,last_modified,preset,n,dist,mode,bright,px,blob,blob2,bw,bh,fill,dom,dom2,cx,cy,bpk,bsat,bact,nblobs,blocks,vetoed,veto30,hit,bytes
2026-09-02 01:40:07,"Wed, 02 Sep 2026 01:40:01 GMT",9,601,9.1,night,77.2,9945,81,38,21,11,0.35,0.2,0.22,0.557,0.513,255,0.41,0.465,58,406,327,724,0,136191
2026-09-02 01:40:54,"Wed, 02 Sep 2026 01:40:47 GMT",9,602,13.0,night,86.6,15872,284,111,33,16,0.54,0.38,0.4,0.819,0.863,255,0.02,0.442,60,753,366,980,0,228930
2026-09-02 01:41:06,"Wed, 02 Sep 2026 01:41:01 GMT",9,603,12.3,night,75.5,15797,167,157,26,15,0.43,0.2,0.21,0.596,0.389,183,0.0,0.352,59,840,313,960,0,132966
2026-09-02 01:41:53,"Wed, 02 Sep 2026 01:41:46 GMT",10,168,0.2,night,156.0,0,0,0,1,1,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0,0,0,0,0,147967
2026-09-02 01:42:05,"Wed, 02 Sep 2026 01:42:02 GMT",43,6,9.7,night,122.7,9549,281,188,31,12,0.76,0.43,0.44,0.778,0.095,255,0.26,0.21,19,651,0,0,0,139316
2026-09-02 01:42:53,"Wed, 02 Sep 2026 01:42:46 GMT",12,153,1.0,night,111.8,1,0,0,1,1,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0,0,0,0,0,177371
2026-09-02 01:43:05,"Wed, 02 Sep 2026 01:43:02 GMT",12,154,0.8,night,111.6,3,0,0,1,1,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0,0,0,0,0,176958
2026-09-02 01:59:32,"Wed, 02 Sep 2026 01:59:02 GMT",9,604,12.0,night,83.5,14551,280,61,39,23,0.31,0.4,0.43,0.489,0.555,255,0.39,0.426,61,696,401,892,0,143469
2026-09-02 01:59:56,"Wed, 02 Sep 2026 01:59:46 GMT",9,605,12.0,night,84.5,13494,248,59,35,15,0.47,0.45,0.49,0.831,0.874,240,0.0,0.466,59,549,385,848,0,155326
2026-09-02 02:00:08,"Wed, 02 Sep 2026 02:00:02 GMT",9,606,8.4,night,84.4,7980,149,19,25,14,0.43,0.61,0.73,0.846,0.872,230,0.0,0.518,39,245,324,565,0,155092
2026-09-02 02:00:55,"Wed, 02 Sep 2026 02:00:46 GMT",9,607,12.7,night,80.2,15996,241,202,27,32,0.28,0.28,0.29,0.617,0.471,255,0.01,0.342,46,853,287,924,0,140867
2026-09-02 02:01:07,"Wed, 02 Sep 2026 02:01:01 GMT",10,169,0.4,night,156.2,0,0,0,1,1,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0,0,0,0,0,148529
2026-09-02 02:01:54,"Wed, 02 Sep 2026 02:01:47 GMT",14,142,4.2,night,143.0,1781,76,25,14,14,0.39,0.59,0.59,0.879,0.487,255,0.55,0.084,4,128,0,0,0,144926
2026-09-02 02:02:06,"Wed, 02 Sep 2026 02:02:01 GMT",14,143,3.2,night,142.7,1566,35,31,8,8,0.55,0.32,0.32,0.89,0.421,255,0.23,0.123,6,111,0,0,0,143759
2026-09-02 02:02:54,"Wed, 02 Sep 2026 02:02:47 GMT",7,155,1.1,night,107.7,89,1,0,1,1,1.0,1.0,0.0,0.99,0.796,177,0.0,0.061,1,1,0,0,0,171396
2026-09-02 02:03:06,"Wed, 02 Sep 2026 02:03:01 GMT",7,156,0.7,night,107.8,3,0,0,1,1,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0,0,0,0,0,171797
2026-09-02 02:03:54,"Wed, 02 Sep 2026 02:03:46 GMT",9,608,15.7,night,82.2,18116,302,287,42,16,0.45,0.29,0.29,0.625,0.862,252,0.01,0.395,38,1054,236,793,0,134848
2026-09-02 02:04:05,"Wed, 02 Sep 2026 02:04:02 GMT",9,609,13.1,night,77.9,15210,218,46,38,12,0.48,0.32,0.35,0.478,0.511,255,0.3,0.425,78,685,432,957,0,137149
2026-09-02 02:04:53,"Wed, 02 Sep 2026 02:04:47 GMT",9,610,12.5,night,85.7,14085,263,61,33,16,0.5,0.46,0.49,0.808,0.849,240,0.0,0.458,47,576,427,931,0,157762
