utc,last_modified,preset,n,dist,mode,bright,px,blob,bw,bh,fill,dom,nblobs,blocks,vetoed,hit,bytes
2026-08-30 16:26:50,"Sun, 30 Aug 2026 16:26:46 GMT",9,8,13.1,night,81.9,15371,516,41,29,0.43,0.46,42,1123,0,1,142260
2026-08-30 16:27:14,"Sun, 30 Aug 2026 16:27:01 GMT",9,9,9.1,night,81.0,9381,317,38,26,0.32,0.47,35,677,0,0,140789
2026-08-30 16:27:49,"Sun, 30 Aug 2026 16:27:46 GMT",10,4,4.3,night,155.1,184,3,3,1,1.0,1.0,1,3,0,0,147775
2026-08-30 16:33:14,"Sun, 30 Aug 2026 16:33:01 GMT",14,2,1.3,night,143.9,416,9,4,3,0.75,0.35,10,26,0,0,146029
2026-08-30 16:33:50,"Sun, 30 Aug 2026 16:33:47 GMT",12,4,4.2,night,110.7,2848,58,22,7,0.38,0.33,21,175,0,0,181880
2026-08-30 16:34:14,"Sun, 30 Aug 2026 16:34:01 GMT",7,5,8.5,night,105.8,4795,82,10,26,0.32,0.28,30,290,0,0,171738
2026-08-30 16:34:49,"Sun, 30 Aug 2026 16:34:46 GMT",9,10,14.6,night,80.2,18851,896,96,22,0.42,0.67,45,1347,0,0,135575
2026-08-30 16:35:13,"Sun, 30 Aug 2026 16:35:01 GMT",9,11,10.1,night,80.0,11876,322,59,12,0.45,0.4,43,815,0,0,136569
2026-08-30 16:35:48,"Sun, 30 Aug 2026 16:35:47 GMT",9,12,17.5,night,86.5,21581,696,83,15,0.56,0.47,32,1476,0,0,167842
2026-08-30 16:36:00,"Sun, 30 Aug 2026 16:35:47 GMT",9,13,12.3,night,86.5,15210,582,79,15,0.49,0.55,22,1065,0,0,167842
2026-08-30 16:36:12,"Sun, 30 Aug 2026 16:36:01 GMT",9,14,8.6,night,85.9,9605,444,74,14,0.43,0.63,25,707,0,0,163358
2026-08-30 16:36:48,"Sun, 30 Aug 2026 16:36:46 GMT",9,15,12.9,night,79.4,15892,396,49,35,0.23,0.36,53,1109,0,0,139828
2026-08-30 16:36:59,"Sun, 30 Aug 2026 16:36:46 GMT",9,16,9.1,night,79.4,9131,246,42,24,0.24,0.39,43,638,7,0,139828
2026-08-30 16:37:11,"Sun, 30 Aug 2026 16:37:01 GMT",10,5,3.3,night,153.7,28,0,1,1,0.0,0.0,0,0,0,0,145197
2026-08-30 16:42:08,"Sun, 30 Aug 2026 16:42:01 GMT",10,6,2.3,night,153.5,1,0,1,1,0.0,0.0,0,0,0,0,145043
2026-08-30 16:43:01,"Sun, 30 Aug 2026 16:42:47 GMT",14,3,1.6,night,143.6,610,10,4,3,0.83,0.25,16,40,0,0,147780
2026-08-30 16:43:13,"Sun, 30 Aug 2026 16:43:01 GMT",12,5,3.2,night,110.8,2092,25,10,5,0.5,0.18,22,141,0,0,178756
2026-08-30 16:43:50,"Sun, 30 Aug 2026 16:43:47 GMT",7,6,11.5,night,113.7,6044,261,26,24,0.42,0.67,19,387,0,1,183561
2026-08-30 16:44:03,"Sun, 30 Aug 2026 16:44:01 GMT",7,7,5.4,night,105.9,2458,52,10,8,0.65,0.35,10,150,0,0,173499
2026-08-30 16:44:15,"Sun, 30 Aug 2026 16:44:01 GMT",7,8,3.8,night,105.9,1645,46,9,8,0.64,0.4,8,115,0,1,173499
2026-08-30 16:44:52,"Sun, 30 Aug 2026 16:44:46 GMT",9,17,16.7,night,82.0,20935,1118,48,45,0.52,0.75,40,1500,14,0,142309
2026-08-30 16:45:04,"Sun, 30 Aug 2026 16:45:02 GMT",9,18,11.0,night,77.2,14015,738,46,44,0.36,0.71,36,1041,24,1,136927
2026-08-30 16:45:53,"Sun, 30 Aug 2026 16:45:46 GMT",9,19,13.4,night,85.8,16197,392,47,23,0.36,0.35,45,1124,35,0,164534
2026-08-30 16:46:06,"Sun, 30 Aug 2026 16:46:01 GMT",9,20,12.0,night,79.5,14648,494,45,32,0.34,0.49,51,999,57,0,139477
2026-08-30 16:51:18,"Sun, 30 Aug 2026 16:51:01 GMT",9,21,8.6,night,79.4,8227,91,21,8,0.54,0.18,59,500,58,0,141458
2026-08-30 16:51:55,"Sun, 30 Aug 2026 16:51:46 GMT",10,7,1.6,night,153.6,15,1,1,1,1.0,1.0,1,1,0,0,145222
2026-08-30 16:52:56,"Sun, 30 Aug 2026 16:52:47 GMT",12,6,4.3,night,107.6,2015,57,8,10,0.71,0.44,21,130,0,1,173684
2026-08-30 16:53:09,"Sun, 30 Aug 2026 16:53:02 GMT",12,7,2.5,night,105.0,818,31,7,6,0.74,0.55,9,56,0,1,174311
2026-08-30 16:53:58,"Sun, 30 Aug 2026 16:53:46 GMT",7,9,2.2,night,101.4,1410,34,8,7,0.61,0.41,9,83,0,1,169474
2026-08-30 16:54:10,"Sun, 30 Aug 2026 16:54:02 GMT",9,22,14.8,night,88.0,17265,411,64,16,0.4,0.35,47,1166,41,0,178908
2026-08-30 16:55:00,"Sun, 30 Aug 2026 16:54:46 GMT",9,23,17.4,night,81.7,21969,844,49,43,0.4,0.56,46,1516,86,1,151013
2026-08-30 16:55:12,"Sun, 30 Aug 2026 16:55:02 GMT",9,24,14.6,night,86.2,18228,534,78,15,0.46,0.44,59,1214,95,0,159275
2026-08-30 17:00:08,"Sun, 30 Aug 2026 17:00:02 GMT",9,25,10.7,night,88.7,13876,296,34,15,0.58,0.33,51,887,110,0,226944
2026-08-30 17:00:58,"Sun, 30 Aug 2026 17:00:46 GMT",9,26,21.1,night,89.8,20453,636,94,19,0.36,0.47,34,1357,104,0,152348
2026-08-30 17:01:10,"Sun, 30 Aug 2026 17:01:01 GMT",9,27,19.2,night,58.5,17055,605,71,19,0.45,0.55,22,1108,41,0,115955
2026-08-30 17:01:58,"Sun, 30 Aug 2026 17:01:47 GMT",14,4,2.4,night,146.7,941,16,5,4,0.8,0.24,15,68,0,0,143097
2026-08-30 17:02:11,"Sun, 30 Aug 2026 17:02:01 GMT",14,5,1.1,night,144.7,647,9,4,3,0.75,0.23,16,40,0,0,146499
2026-08-30 17:02:59,"Sun, 30 Aug 2026 17:02:47 GMT",12,8,3.1,night,112.6,613,17,6,5,0.57,0.44,11,39,0,1,180742
2026-08-30 17:03:12,"Sun, 30 Aug 2026 17:03:02 GMT",7,10,3.6,night,108.6,1407,21,5,6,0.7,0.27,17,79,0,0,173583
2026-08-30 17:03:54,"Sun, 30 Aug 2026 17:03:47 GMT",9,28,15.5,night,78.7,19019,1018,91,27,0.41,0.8,32,1280,57,0,133388
2026-08-30 17:04:06,"Sun, 30 Aug 2026 17:04:01 GMT",9,29,10.9,night,78.3,12502,364,78,16,0.29,0.45,33,811,62,0,133623
2026-08-30 17:09:14,"Sun, 30 Aug 2026 17:09:01 GMT",9,30,16.1,night,76.7,20208,893,50,40,0.45,0.63,31,1419,77,1,122617
2026-08-30 17:09:50,"Sun, 30 Aug 2026 17:09:47 GMT",9,31,15.3,night,87.5,18267,619,82,15,0.5,0.55,32,1121,160,0,186606
2026-08-30 17:10:49,"Sun, 30 Aug 2026 17:10:46 GMT",10,8,3.4,night,155.9,1229,66,9,9,0.81,0.79,2,84,0,1,146304
2026-08-30 17:11:13,"Sun, 30 Aug 2026 17:11:02 GMT",10,9,1.1,night,153.5,185,7,4,3,0.58,0.64,3,11,0,0,145403
2026-08-30 17:11:48,"Sun, 30 Aug 2026 17:11:47 GMT",14,6,4.8,night,147.3,2075,81,10,12,0.68,0.6,15,136,0,1,149902
2026-08-30 17:12:00,"Sun, 30 Aug 2026 17:11:47 GMT",14,7,3.3,night,147.3,1725,74,9,11,0.75,0.68,8,109,0,1,149902
2026-08-30 17:12:12,"Sun, 30 Aug 2026 17:12:01 GMT",12,9,6.6,night,117.4,3111,103,17,9,0.67,0.5,13,206,0,1,191190
2026-08-30 17:12:59,"Sun, 30 Aug 2026 17:12:47 GMT",7,11,1.3,night,103.2,985,10,5,4,0.5,0.25,18,40,0,0,169551
2026-08-30 17:18:23,"Sun, 30 Aug 2026 17:18:01 GMT",9,32,13.5,night,84.3,13243,352,82,13,0.33,0.47,45,743,169,0,144694
2026-08-30 17:19:02,"Sun, 30 Aug 2026 17:18:46 GMT",9,33,13.0,night,76.8,15495,334,41,28,0.29,0.35,57,945,195,0,135982
2026-08-30 17:19:14,"Sun, 30 Aug 2026 17:19:01 GMT",9,34,11.1,night,79.2,10397,165,36,14,0.33,0.29,60,564,195,0,144540
2026-08-30 17:19:50,"Sun, 30 Aug 2026 17:19:46 GMT",9,35,15.9,night,81.0,21103,931,60,51,0.3,0.73,44,1270,265,0,142545
2026-08-30 17:20:13,"Sun, 30 Aug 2026 17:20:02 GMT",9,36,11.1,night,80.8,14524,249,28,41,0.22,0.33,62,764,295,0,142273
2026-08-30 17:20:49,"Sun, 30 Aug 2026 17:20:46 GMT",10,10,1.0,night,153.3,45,3,2,2,0.75,1.0,1,3,0,0,145479
2026-08-30 17:21:13,"Sun, 30 Aug 2026 17:21:02 GMT",14,8,2.6,night,146.0,1713,67,9,10,0.74,0.6,13,112,0,1,135752
2026-08-30 17:22:00,"Sun, 30 Aug 2026 17:21:47 GMT",12,10,2.8,night,110.0,1052,25,10,3,0.83,0.38,11,65,0,0,177532
2026-08-30 17:22:12,"Sun, 30 Aug 2026 17:22:01 GMT",12,11,2.1,night,109.9,842,23,10,3,0.77,0.42,13,55,0,1,179192
2026-08-30 17:36:42,"Sun, 30 Aug 2026 17:36:01 GMT",14,9,3.5,night,140.0,1314,56,9,9,0.69,0.72,8,78,0,1,144244
2026-08-30 17:36:54,"Sun, 30 Aug 2026 17:36:47 GMT",7,12,22.1,night,123.8,26908,1713,94,54,0.34,0.88,40,1949,0,0,185255
2026-08-30 17:37:06,"Sun, 30 Aug 2026 17:37:02 GMT",7,13,11.0,night,105.4,10020,433,38,42,0.27,0.64,36,678,0,0,175918
2026-08-30 17:37:53,"Sun, 30 Aug 2026 17:37:46 GMT",9,37,13.8,night,81.2,15823,312,39,21,0.38,0.37,49,843,290,0,138624
2026-08-30 17:38:05,"Sun, 30 Aug 2026 17:38:01 GMT",9,38,17.3,night,92.8,20247,880,52,46,0.37,0.8,50,1103,351,1,147850
2026-08-30 17:38:53,"Sun, 30 Aug 2026 17:38:47 GMT",9,39,15.3,night,88.1,20022,369,37,15,0.66,0.36,71,1038,377,0,167392
2026-08-30 17:39:04,"Sun, 30 Aug 2026 17:39:02 GMT",9,40,12.6,night,97.5,13809,315,27,20,0.58,0.49,45,646,313,1,182685
2026-08-30 17:39:52,"Sun, 30 Aug 2026 17:39:47 GMT",10,11,0.8,night,153.9,11,0,1,1,0.0,0.0,0,0,0,0,146204
2026-08-30 17:40:04,"Sun, 30 Aug 2026 17:40:02 GMT",10,12,2.4,night,146.6,274,8,5,2,0.8,0.38,4,21,0,0,140008
2026-08-30 17:40:51,"Sun, 30 Aug 2026 17:40:46 GMT",14,10,4.5,night,138.8,1324,50,8,8,0.78,0.62,13,80,0,1,150679
2026-08-30 17:45:49,"Sun, 30 Aug 2026 17:45:46 GMT",14,11,4.1,night,146.9,1449,44,8,8,0.69,0.46,12,95,0,1,147780
2026-08-30 17:46:17,"Sun, 30 Aug 2026 17:46:02 GMT",12,12,4.3,night,112.4,706,20,9,4,0.56,0.62,8,32,0,0,175942
2026-08-30 17:46:52,"Sun, 30 Aug 2026 17:46:47 GMT",7,14,5.4,night,104.0,5003,236,36,26,0.25,0.69,23,343,0,0,169712
2026-08-30 17:47:04,"Sun, 30 Aug 2026 17:47:01 GMT",7,15,3.7,night,105.6,3610,119,31,17,0.23,0.58,33,205,0,0,155674
2026-08-30 17:47:52,"Sun, 30 Aug 2026 17:47:47 GMT",9,41,13.3,night,79.0,15361,313,38,18,0.46,0.39,58,795,300,0,137489
2026-08-30 17:48:04,"Sun, 30 Aug 2026 17:48:01 GMT",9,42,9.0,night,81.1,9448,175,26,18,0.37,0.47,55,372,314,1,139468
2026-08-30 17:48:52,"Sun, 30 Aug 2026 17:48:46 GMT",9,43,14.5,night,80.3,19349,525,46,31,0.37,0.48,48,1094,320,1,128376
2026-08-30 17:49:04,"Sun, 30 Aug 2026 17:49:01 GMT",9,44,10.1,night,79.1,12619,205,31,29,0.23,0.33,45,624,288,0,134531
2026-08-30 17:49:52,"Sun, 30 Aug 2026 17:49:46 GMT",10,13,1.1,night,154.3,37,1,1,1,1.0,0.5,2,2,0,0,146458
2026-08-30 17:54:53,"Sun, 30 Aug 2026 17:54:46 GMT",10,14,1.2,night,155.8,9,0,1,1,0.0,0.0,0,0,0,0,149315
2026-08-30 17:55:05,"Sun, 30 Aug 2026 17:55:01 GMT",14,12,5.0,night,147.0,1046,20,7,4,0.71,0.3,18,66,0,0,151825
2026-08-30 17:55:52,"Sun, 30 Aug 2026 17:55:47 GMT",12,13,2.8,night,112.5,401,10,5,3,0.67,0.5,6,20,0,0,175636
2026-08-30 17:56:04,"Sun, 30 Aug 2026 17:56:02 GMT",12,14,1.8,night,110.0,179,8,5,2,0.8,0.8,2,10,0,0,175501
2026-08-30 17:57:04,"Sun, 30 Aug 2026 17:57:01 GMT",9,45,14.0,night,80.9,16290,649,82,22,0.36,0.73,52,888,278,0,133836
2026-08-30 17:57:51,"Sun, 30 Aug 2026 17:57:47 GMT",9,46,11.8,night,77.9,13409,324,40,23,0.35,0.52,64,627,355,0,135916
2026-08-30 17:58:03,"Sun, 30 Aug 2026 17:58:02 GMT",9,47,13.5,night,85.7,16786,333,36,14,0.66,0.4,49,840,384,1,157055
2026-08-30 17:58:15,"Sun, 30 Aug 2026 17:58:02 GMT",9,48,9.5,night,85.7,10245,224,30,14,0.53,0.54,38,414,301,1,157055
2026-08-30 17:59:14,"Sun, 30 Aug 2026 17:59:01 GMT",9,49,11.7,night,81.1,14159,171,48,10,0.36,0.21,50,812,187,0,133260
2026-08-30 18:04:09,"Sun, 30 Aug 2026 18:04:01 GMT",10,15,0.6,night,153.3,28,1,1,1,1.0,0.5,2,2,0,0,145589
2026-08-30 18:04:50,"Sun, 30 Aug 2026 18:04:46 GMT",14,13,3.2,night,141.7,71,2,2,1,1.0,0.67,2,3,0,0,144751
2026-08-30 18:05:14,"Sun, 30 Aug 2026 18:05:01 GMT",14,14,2.2,night,141.7,28,1,1,1,1.0,1.0,1,1,0,0,145408
2026-08-30 18:05:51,"Sun, 30 Aug 2026 18:05:46 GMT",7,16,6.8,night,113.3,8264,354,52,42,0.16,0.6,72,587,0,0,159546
2026-08-30 18:06:52,"Sun, 30 Aug 2026 18:06:47 GMT",9,50,14.4,night,80.5,16107,469,91,18,0.29,0.51,47,925,222,0,136018
2026-08-30 18:07:04,"Sun, 30 Aug 2026 18:07:02 GMT",9,51,13.9,night,77.1,16038,380,39,29,0.34,0.47,61,817,366,0,122939
2026-08-30 18:08:05,"Sun, 30 Aug 2026 18:08:01 GMT",9,52,14.4,night,85.1,17528,364,41,15,0.59,0.44,42,824,413,0,161352
2026-08-30 18:13:11,"Sun, 30 Aug 2026 18:13:01 GMT",9,53,12.0,night,79.0,14807,138,19,24,0.3,0.18,66,777,277,0,129049
2026-08-30 18:13:58,"Sun, 30 Aug 2026 18:13:47 GMT",10,16,0.6,night,153.6,2,0,1,1,0.0,0.0,0,0,0,0,146125
2026-08-30 18:14:57,"Sun, 30 Aug 2026 18:14:46 GMT",14,15,1.0,night,144.2,13,0,1,1,0.0,0.0,0,0,0,0,146460
2026-08-30 18:15:09,"Sun, 30 Aug 2026 18:15:01 GMT",12,15,2.5,night,111.1,370,8,3,3,0.89,0.4,6,20,0,0,179709
2026-08-30 18:15:56,"Sun, 30 Aug 2026 18:15:47 GMT",7,17,5.9,night,107.2,6593,228,23,17,0.58,0.53,31,430,0,1,174803
2026-08-30 18:16:08,"Sun, 30 Aug 2026 18:16:01 GMT",7,18,4.9,night,105.7,5020,199,18,16,0.69,0.63,29,314,2,1,173199
2026-08-30 18:16:48,"Sun, 30 Aug 2026 18:16:46 GMT",9,54,13.2,night,77.4,15204,282,39,20,0.36,0.4,62,702,419,1,133418
2026-08-30 18:17:00,"Sun, 30 Aug 2026 18:16:46 GMT",9,55,9.2,night,77.4,9264,52,17,9,0.34,0.18,62,291,408,0,133418
2026-08-30 18:17:12,"Sun, 30 Aug 2026 18:17:02 GMT",9,56,6.5,night,77.1,5778,14,7,4,0.5,0.16,45,87,324,0,136877
